ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
WP5087	Malignant pleural mesothelioma	258/3788	356/5488	0.0803603743969955	0.573391726985622	0.542338475562297	59/60/72/9510/177/84962/207/208/10000/285/324/467/9776/8312/9532/578/581/27113/596/648/672/685/8945/834/6347/6351/6352/595/894/896/898/29126/960/961/999/1009/1012/1015/64403/1001/1003/1004/1017/1026/57680/11113/1282/1284/1285/1287/1288/1435/1436/1440/1454/1457/1459/115908/1495/1499/2919/3627/6374/80319/1649/64798/1869/1942/1943/1945/1946/1950/1956/1975/2002/1969/2146/2258/2247/2252/2254/2260/2261/2264/2321/2322/2324/2335/2305/10023/23401/8321/7976/7855/8323/8324/8325/2885/1839/3054/3082/3091/3265/3620/3479/3480/3481/3553/146433/3569/3643/3672/3673/3675/3676/3655/3685/3688/3689/3690/3691/3710/3716/3725/3791/9493/3815/4254/58508/83999/284217/3908/3909/3910/3911/3912/3913/3915/3918/10319/26524/3965/4041/4040/8379/4085/5604/5606/5607/5608/4294/4296/10746/4215/4216/4217/9064/4293/11184/9448/5598/5601/9261/4170/90550/4192/4193/4194/4209/8569/2872/4323/4313/4314/4318/92597/4804/114548/8473/5062/5155/80310/5159/5163/5228/1911/5281/5293/5294/5328/5420/64840/10891/5564/5565/51422/11098/5728/11186/9770/83937/83593/8045/5928/6009/6015/6045/4919/4920/6194/6195/6197/9252/6199/6259/60485/6401/5176/29072/55209/9869/6423/6425/6464/6513/6520/8140/6654/6678/6714/6772/6788/23012/23512/8463/7005/7004/7010/7040/23043/7157/7186/9675/29128/8408/9706/7422/7423/7424/11091/7481/7482/7473/54361/7474/81029/25937/7528	258
WP2272	Pathogenic Escherichia coli infection	38/3788	48/5488	0.0820614971591741	0.573391726985622	0.542338475562297	25/60/9181/10552/10095/10109/10094/10093/10092/81873/999/9076/1499/2017/2534/3059/3688/23643/4690/8440/4691/5578/387/9475/7099/7100/7846/10376/7277/79861/203068/7280/10381/10383/84617/7454/10971/7534	38
WP3942	PPAR signaling pathway	38/3788	48/5488	0.0820614971591741	0.573391726985622	0.542338475562297	34/51/8309/8310/2180/2181/2182/51703/23305/51129/335/345/364/948/1374/1376/1593/1622/2169/2171/2172/9415/3158/3611/4023/4199/4312/10062/5106/5170/5360/5465/6256/6319/6342/376497/11001/10999	38
WP4884	Pathogenesis of SARS-CoV-2 mediated by nsp9-nsp10 complex	14/3788	16/5488	0.0855484502106424	0.576247017901514	0.545039132111272	914/919/916/920/925/926/2534/3122/3123/3569/3932/64386/55922/7535	14
WP5033	Genes associated with the development of rheumatoid arthritis	14/3788	16/5488	0.0855484502106424	0.576247017901514	0.545039132111272	51744/958/4261/1493/3123/3559/3572/3663/3685/26147/26191/6583/6775/7185	14
WP3931	Embryonic stem cell pluripotency pathways	62/3788	81/5488	0.0856019120795728	0.576247017901514	0.545039132111272	90/207/208/10000/324/8312/652/657/1499/1950/1956/2002/2258/2247/2252/2254/2260/2261/2264/2353/8321/7976/8322/7855/8323/8324/8325/2549/2885/6927/3265/3572/3716/3725/3976/3977/4041/4040/5604/5606/5607/5608/6300/5597/5598/4193/5155/5159/5293/5296/5728/4086/4089/4091/6654/6774/7481/7482/7473/54361/7474/81029	62
WP465	Tryptophan metabolism	26/3788	32/5488	0.0915859050486874	0.601894194457801	0.56929733114239	125061/216/8854/217/224/223/316/847/1545/1562/1573/1576/66002/9420/1644/1718/2639/23498/3620/11185/8942/4129/4967/3276/6999/7166	26
WP2864	Apoptosis-related network due to altered Notch3 in ovarian cancer	40/3788	51/5488	0.0926733396163848	0.601894194457801	0.56929733114239	25/207/308/348/8312/602/332/840/1026/1027/1495/2065/2081/2113/2149/3065/3070/3309/3315/3329/8870/3575/1728/3084/5062/5585/2185/8767/9616/26135/9021/8878/7057/7124/8795/27242/7185/10451/7431/8531	40
WP3613	Photodynamic therapy-induced unfolded protein response	20/3788	24/5488	0.0926829828422338	0.601894194457801	0.56929733114239	440/467/468/27113/811/1649/51726/4189/5611/9695/9451/2081/7184/3309/10130/23645/6783/57761/7324/7494	20
WP5039	SARS-CoV-2 innate immunity evasion and cell-specific immune response	45/3788	58/5488	0.0987448954576419	0.615446713017439	0.582115884165999	59272/841/6347/6348/6351/6352/2919/3627/6373/10563/2920/2921/6374/6372/4283/3579/23586/79132/2033/8772/84868/3066/3433/8519/3454/3455/3569/3661/3665/3716/3902/23367/4599/8737/6772/6773/10010/29110/7040/51284/7124/9540/8717/7186/7706	45
WP2849	Hematopoietic stem cell differentiation	34/3788	43/5488	0.100179601286418	0.615446713017439	0.582115884165999	91/947/4261/1435/1440/7852/2313/2353/2624/55502/79366/10320/3552/3553/3569/3663/3690/4254/4005/4066/4582/4601/4602/3071/4851/5292/399/861/6688/6776/7068/80342/23650/7409	34
WP229	Irinotecan pathway	10/3788	11/5488	0.100344572774583	0.615446713017439	0.582115884165999	4363/1244/9429/590/8824/1576/1577/4864/54658/54575	10
WP4707	Aspirin and miRNAs	10/3788	11/5488	0.100344572774583	0.615446713017439	0.582115884165999	10257/283120/114614/4597/4846/5163/5465/5742/5743/7422	10
WP5049	Glycolysis in senescence	10/3788	11/5488	0.100344572774583	0.615446713017439	0.582115884165999	230/2023/2539/2597/3098/3939/5230/5315/5925/7157	10
WP5094	Orexin receptor pathway	76/3788	101/5488	0.102790967689645	0.623523232578943	0.58975500259183	8553/655/657/689/1026/1346/2920/1628/1734/1846/1958/1959/1960/2324/2353/2355/4616/84662/1839/3091/8091/3284/3309/3383/3397/3399/3400/3553/3569/3663/3726/3777/7071/3908/3939/3949/4023/84230/7798/23764/7873/4322/4314/4846/3164/8013/4976/26031/5069/5163/54704/8864/5295/5296/5337/5498/5578/6241/861/860/6401/6446/6498/6513/6517/6696/6722/7019/3371/7124/9760/29896/7412/7422/140612/9203	76
WP4558	Overview of interferons-mediated signaling pathway	13/3788	15/5488	0.110726720159446	0.657216661591553	0.621623692123208	3454/3455/3459/3460/3588/10379/3716/3717/5295/5578/6772/6773/7297	13
WP5182	Pro-survival signaling of neuroprotectin D1	13/3788	15/5488	0.110726720159446	0.657216661591553	0.621623692123208	581/330/836/840/841/842/8772/8737/11035/7124/7132/8717/7186	13
WP3998	Prader-Willi and Angelman syndrome	22/3788	27/5488	0.113170306439428	0.657579043732253	0.621966448686494	57194/585/595/894/990/1021/1030/1031/1869/9638/2562/8924/4193/4194/123606/5108/5122/5590/5925/7157/114791/7337	22
WP5113	Antiviral and anti-inflammatory effects of Nrf2 on SARS-CoV-2 pathway	22/3788	27/5488	0.113170306439428	0.657579043732253	0.621966448686494	59272/6347/2730/2939/2977/3162/3551/8517/3553/3569/3661/9817/4312/4314/4792/1728/5593/5970/6256/23657/7113/7124	22
WP3982	miRNA regulation of p53 pathway in prostate cancer	19/3788	23/5488	0.11471035245856	0.659584526636721	0.62386332038866	317/581/27113/637/836/841/842/192668/1643/4193/5366/5728/5054/143686/51246/6477/8795/7157/64393	19
WP534	Glycolysis and gluconeogenesis	30/3788	38/5488	0.122842179200283	0.695396406343278	0.657735731400203	226/229/230/1737/2023/2026/2203/2597/2805/2806/2821/3098/3099/3101/3939/3945/51660/5160/5213/5214/5223/5230/5313/5315/6513/6514/6515/6517/6518/7167	30
WP2572	Primary focal segmental glomerulosclerosis (FSGS)	46/3788	60/5488	0.124273011095545	0.695396406343278	0.657735731400203	375790/207/977/23607/941/1026/1027/9076/1285/1287/1378/1499/1514/1759/2195/2534/3611/3664/3675/3685/3688/3690/3691/182/3911/3913/3987/4041/4040/4288/4311/4627/4643/4690/4851/55742/5329/51196/5420/950/50485/7040/7094/7099/7431/10971	46
WP4298	Acute viral myocarditis	56/3788	74/5488	0.130442567779809	0.695396406343278	0.657735731400203	25/60/199/207/581/596/598/637/663/79886/834/835/836/840/841/842/857/595/1234/920/1604/941/54108/7852/1676/1677/1756/1906/2021/2534/3108/3569/3611/3683/3689/3716/51528/3908/4318/4791/64127/26986/5295/29108/5880/8651/6654/6714/6772/6774/7040/148022/7098/7099/7100/7124	56
WP1425	Bone morphogenic protein (BMP) signaling and regulation	9/3788	10/5488	0.134463991970977	0.695396406343278	0.657735731400203	650/657/860/4086/4089/4091/57154/10140/10766	9
WP2815	Mammary gland development pathway - Involution (Stage 4 of 4)	9/3788	10/5488	0.134463991970977	0.695396406343278	0.657735731400203	581/999/1116/1869/3572/4318/9021/6774/7157	9
WP3930	EDA signaling in hair follicle development	9/3788	10/5488	0.134463991970977	0.695396406343278	0.657735731400203	649/1896/10913/2735/4050/5727/5971/6469/7473	9
WP5108	Familial  hyperlipidemia type 1	9/3788	10/5488	0.134463991970977	0.695396406343278	0.657735731400203	51129/335/337/1071/3949/64788/4023/5360/6400	9
WP5187	mRNA vaccine activation of dendritic cell and induction of IFN-1	9/3788	10/5488	0.134463991970977	0.695396406343278	0.657735731400203	23586/64135/3661/3665/3140/7098/51284/51311/8792	9
WP2848	Pluripotent stem cell differentiation pathway	21/3788	26/5488	0.137329425271851	0.695396406343278	0.657735731400203	652/1435/1436/3577/1950/2247/3082/3479/3589/3569/3624/3815/4254/4851/5155/6469/7040/7043/7422/7482/7474	21
WP4290	Metabolic reprogramming in colon cancer	32/3788	41/5488	0.137860334617846	0.695396406343278	0.657735731400203	47/50/229/2023/2194/2271/2539/2597/2744/2806/2821/3101/3418/3939/10606/5160/5223/5226/5230/5315/5471/29968/5831/22934/6390/6472/9123/6510/6513/8801/6888/7086	32
WP4585	Cancer immunotherapy by PD-1 blockade	18/3788	22/5488	0.14108807041625	0.695396406343278	0.657735731400203	10538/29126/915/916/925/926/3105/3123/3725/3932/10725/4772/4775/4776/5133/80380/6774/7535	18
WP236	Adipogenesis	78/3788	105/5488	0.14157086949651	0.695396406343278	0.657735731400203	183/196/649/650/651/652/1026/1051/1052/10658/1675/55847/1271/1499/1649/1869/1879/1959/2034/2487/8321/1647/4616/2624/2625/2971/3091/6927/3399/3479/3569/3572/688/1316/8609/3976/3977/4000/23175/9663/4023/4209/4282/10135/8648/10499/9612/10062/7025/2908/8204/5008/5106/5465/10891/5618/5740/5925/6095/6256/6319/5054/6517/8651/9021/6720/6772/6773/6774/6776/6777/6778/7040/7124/57761/81029/25937/10269	78
WP5072	Modulators of TCR signaling and T cell activation	45/3788	59/5488	0.141806438158568	0.695396406343278	0.657735731400203	26523/207/8915/84433/868/919/940/915/916/921/925/1027/1606/8525/9402/2885/3551/8517/3702/3932/3937/10892/1326/11184/4209/4716/4792/5094/5170/5295/5296/5588/5777/5970/399/9616/58490/10019/4068/8651/7128/53347/7409/7535/677	45
WP3969	H19 action Rb-E2F1 signaling and CDK-Beta-catenin activity	12/3788	14/5488	0.14235469912462	0.695396406343278	0.657735731400203	595/999/1466/1499/1869/283120/182/5469/5366/5925/6659/7289	12
WP4159	GABA receptor signaling	12/3788	14/5488	0.14235469912462	0.695396406343278	0.657735731400203	18/223/160/161/1175/2550/2555/2561/2562/2564/2568/10243	12
WP5063	FOXP3 in COVID-19	12/3788	14/5488	0.14235469912462	0.695396406343278	0.657735731400203	940/941/942/50943/3559/3560/3569/3572/3575/6774/6776/6777	12
WP691	Tamoxifen metabolism	12/3788	14/5488	0.14235469912462	0.695396406343278	0.657735731400203	1545/1557/1558/1559/1565/1576/1577/2326/6783/6822/54575/7364	12
WP15	Selenium micronutrient network	42/3788	55/5488	0.149485593129501	0.723824977258637	0.684624692449054	240/241/335/338/847/875/6347/1491/1734/80308/2876/2877/3383/3553/3569/3643/8564/8942/3949/51734/4524/4548/4791/5327/55163/5052/7001/10549/25824/5742/5743/5970/55312/6288/6289/22928/5054/6647/6648/7124/7296/7498	42
WP4341	Non-genomic actions of 1,25 dihydroxyvitamin D3	47/3788	62/5488	0.152723110584931	0.726751353817946	0.687392584846875	817/857/6347/958/1594/1673/2113/3265/83982/10964/3551/3569/9636/3716/3725/5600/6300/5603/5598/5601/5469/4791/64127/4939/23236/5330/5331/51196/5336/5578/5579/5583/5588/5590/5971/91543/6256/6670/6772/6773/7097/7099/51311/7124/7132/7297/7421	47
WP707	DNA damage response	47/3788	62/5488	0.152723110584931	0.726751353817946	0.687392584846875	25/317/545/84126/581/27113/637/672/836/841/842/891/9133/595/894/896/898/9134/993/995/983/1017/1020/1021/1026/1027/1111/1643/1869/2177/1647/4616/10912/4193/4683/5366/5371/5591/10111/5888/5883/5925/50484/27244/8243/8795/7157	47
WP1591	Heart development	23/3788	29/5488	0.158550301406784	0.748032191252521	0.707520913160279	8553/650/652/657/1499/2065/2627/23462/3670/406937/4772/4775/4776/4851/5308/6469/4086/4089/6722/6909/7422/7423/7424	23
WP1530	miRNA regulation of DNA damage response	49/3788	65/5488	0.163433260186997	0.764535251044257	0.723130214565125	25/317/545/84126/581/27113/637/672/836/841/842/891/9133/595/894/896/898/9134/900/993/995/983/1017/1020/1021/1026/1027/1111/1643/1869/2177/1647/4616/10912/4193/406937/4683/5366/5371/5591/10111/5888/5883/5925/50484/27244/8243/8795/7157	49
WP3646	Hepatitis C and hepatocellular carcinoma	36/3788	47/5488	0.166483081342597	0.772257654631208	0.730434394921967	207/598/330/332/672/836/840/842/595/960/1026/1284/2017/3577/1870/356/2487/2885/3091/6927/3569/3716/3725/4312/26509/4843/5420/5743/6241/4089/6654/6774/7040/7157/7410/7422	36
WP4595	Urea cycle and associated pathways	17/3788	21/5488	0.172370475787638	0.783342933164245	0.740919326562673	8659/435/445/1373/2271/2805/2806/2875/3945/162417/4843/4846/4942/5009/5831/10165/10166	17
WP4217	Ebola virus infection in host	88/3788	120/5488	0.175910175555666	0.783342933164245	0.740919326562673	60/87/6868/207/684/857/858/11314/1212/1213/8218/1387/1508/1514/153090/23586/1956/1965/2033/2060/2316/2317/2318/2621/2934/26762/84868/3105/3106/3107/3108/3109/3111/3112/3113/3115/3117/3118/3119/3120/3122/3123/3133/3134/3135/3384/3385/3480/9641/3661/3665/3672/3673/3675/3676/3678/3655/3685/3688/3690/10461/4240/4734/4791/4864/10577/5293/5295/5296/8503/5868/9367/5970/5971/387/388/389/85477/9021/6772/29110/7074/7099/7150/7410/64601/57617/23339	88
WP1971	Integrated cancer pathway	33/3788	43/5488	0.175919985591238	0.783342933164245	0.740919326562673	207/466/545/571/581/27113/596/641/672/836/841/842/993/994/983/1017/1026/1027/1030/1111/1869/3716/4217/4193/4312/4436/5347/5451/5728/10111/5925/6772/7157	33
WP2435	Quercetin and Nf-kB / AP-1 induced apoptosis	11/3788	13/5488	0.181644738125042	0.783342933164245	0.740919326562673	8309/2353/3551/3725/9817/4097/7975/4312/4792/5743/7422	11
WP4210	Tryptophan catabolism leading to NAD+ production	11/3788	13/5488	0.181644738125042	0.783342933164245	0.740919326562673	125061/23498/3620/8564/8942/55191/10135/349565/54981/23475/6999	11
WP4584	Biomarkers for pyrimidine metabolism disorders	11/3788	13/5488	0.181644738125042	0.783342933164245	0.740919326562673	1806/30833/51251/80324/6240/6241/50484/7084/1890/7298/7372	11
WP5111	Familial hyperlipidemia type 4	11/3788	13/5488	0.181644738125042	0.783342933164245	0.740919326562673	84532/335/337/1071/84649/3949/64788/4023/4547/5360/6400	11
WP5174	Ulcerative colitis signaling	11/3788	13/5488	0.181644738125042	0.783342933164245	0.740919326562673	50943/2625/3108/3566/4094/4772/64127/6778/7040/7097/7124	11
WP5178	Disorders of fructose metabolism	11/3788	13/5488	0.181644738125042	0.783342933164245	0.740919326562673	216/229/2203/2821/3098/3795/5236/6514/6523/6652/7167	11
WP170	Nuclear receptors	22/3788	28/5488	0.188162671004127	0.798967649186756	0.75569785277771	3172/9975/7376/10062/8856/7182/7025/2063/2908/3164/4929/2494/5465/5915/5916/4919/6095/6097/6256/7067/7068/7421	22
WP2363	Gastric cancer network 2	22/3788	28/5488	0.188162671004127	0.798967649186756	0.75569785277771	25909/29028/55299/27101/962/10153/63922/1499/79075/1956/55215/84823/92140/55593/51316/5983/5984/255488/6277/7157/11065/29089	22
WP4787	Osteoblast differentiation and related diseases	65/3788	88/5488	0.192083508479393	0.809390050997136	0.765555807197902	650/652/657/1499/28514/54567/2247/2252/2254/2260/2261/2264/8321/7976/8322/7855/8323/8324/8325/2737/55502/23462/3549/182/3714/4041/4040/5600/6300/5603/5597/5598/5601/4851/4854/4855/5287/5288/5293/5294/5295/5296/8503/30849/23533/146850/5578/5579/5583/5584/5588/5590/5591/5727/860/4086/4089/6608/6772/7481/7482/7473/54361/7474/81029	65
WP4136	Fibrin complement receptor 3 signaling pathway	27/3788	35/5488	0.197049994822648	0.811294259735789	0.767356889452615	207/868/6347/3627/2921/3551/8517/3569/3654/3656/51135/3661/3684/3689/23643/4615/4843/5327/83593/5970/387/6714/148022/7098/7099/7124/7305	27
WP2406	Cardiac progenitor differentiation	19/3788	24/5488	0.198414357000601	0.811294259735789	0.767356889452615	290/649/652/7852/2247/3479/3481/3624/3670/3791/3815/4684/4851/3084/5460/4920/140885/7040/7070	19
WP2875	Constitutive androstane receptor pathway	19/3788	24/5488	0.198414357000601	0.811294259735789	0.767356889452615	5243/1244/211/1555/1557/1559/1576/1577/7266/2939/3320/8648/10499/23054/10891/6256/8243/6822/54658	19
WP4150	Wnt signaling in kidney disease	19/3788	24/5488	0.198414357000601	0.811294259735789	0.767356889452615	1499/8321/7976/8322/7855/8323/8324/8325/27130/4041/4040/5601/387/7481/7482/7473/54361/7474/81029	19
WP75	Toll-like receptor signaling pathway	62/3788	84/5488	0.202553519785249	0.822128992069539	0.777604843757611	207/208/10000/841/6348/6351/6352/958/941/942/3627/6373/4283/8772/2353/3454/3455/3551/9641/8517/3553/3569/3654/51135/3661/3663/3665/3725/23643/5604/5606/5608/1326/5600/6300/5603/5601/4615/4792/4793/5293/5294/5295/5296/8503/23533/5970/8737/6696/6772/257397/29110/148022/7096/7097/7098/7099/7100/10333/51284/51311/7124	62
WP4148	Splicing factor NOVA regulated synaptic proteins	24/3788	31/5488	0.208941571996023	0.836295793612175	0.791004411959647	375790/288/334/490/23705/57863/8573/858/10752/1600/1946/2035/2036/2037/23136/10243/3778/5601/23154/4756/5590/5909/2054/6813	24
WP5064	7-oxo-C and 7-beta-HC pathways	16/3788	20/5488	0.209073948403044	0.836295793612175	0.791004411959647	641371/26027/55856/11332/23597/8309/1593/1628/1717/10682/2053/3290/4864/10577/6342/11001	16
WP286	IL-3 signaling pathway	34/3788	45/5488	0.217270636073551	0.862830151889209	0.816101745493989	207/596/598/969/942/1399/1439/2353/2534/9846/2885/3055/3265/3563/3635/3716/3717/3725/4067/5604/5293/5295/5296/5777/2889/6464/6654/6714/6774/6776/6777/7040/7409/10971	34
WP368	Mitochondrial long chain fatty acid beta-oxidation	13/3788	16/5488	0.219832556604263	0.866768366039666	0.819826677261011	34/35/80221/2180/2181/2182/1374/1376/1632/3030/55825/6342/788	13
WP4724	Omega-9 fatty acid synthesis	10/3788	12/5488	0.229823314473954	0.885341563777391	0.83739400387793	2180/2181/2182/64834/60481/79071/3992/9415/2194/6319	10
WP697	Estrogen metabolism	10/3788	12/5488	0.229823314473954	0.885341563777391	0.83739400387793	414/1312/1545/1576/2938/1728/412/6783/54658/7364	10
WP5218	Extrafollicular B cell activation by SARS-CoV-2	46/3788	62/5488	0.229882820163393	0.885341563777391	0.83739400387793	57379/60468/604/718/720/6363/1236/958/969/941/3732/1378/1380/7852/10148/2113/83416/1880/3312/29851/23308/3433/8519/3455/3569/3662/9636/3687/3689/4094/4240/283131/5133/639/5788/6402/57823/6776/30009/7099/51284/9168/7124/8741/10673/7494	46
WP2586	Aryl hydrocarbon receptor pathway	31/3788	41/5488	0.230958668811493	0.885341563777391	0.83739400387793	196/57491/9049/948/11140/1017/1026/1027/1545/1869/1956/2033/27306/3265/3320/1316/4023/5604/135112/9612/4763/1728/8204/84722/5743/5925/5970/5979/6714/7124/7422	31
WP2371	Parkinson's disease pathway	23/3788	30/5488	0.243183419277776	0.921282832593643	0.871388796656077	317/6311/835/836/840/842/898/9134/1644/120892/5600/6300/5603/11315/9627/23208/7317/7318/7326/7327/51465/118424/9246	23
WP5130	Th17 cell differentiation pathway	43/3788	58/5488	0.243672633258463	0.921282832593643	0.871388796656077	196/919/915/916/920/9575/2353/50943/2625/3091/3108/3320/3459/3551/3553/50615/9466/3559/3566/3569/3662/3716/3717/3725/3932/4772/4783/4792/9572/5588/6095/6097/861/6256/9021/6772/6774/6776/6778/30009/7040/7297/7535	43
WP4304	Oligodendrocyte specification and differentiation, leading to myelin components for CNS	15/3788	19/5488	0.25162779696091	0.939331465011988	0.888459966906839	650/652/1267/2919/2920/2247/3479/3553/3976/4155/5155/5354/6469/55553/7124	15
WP474	Endochondral ossification	40/3788	54/5488	0.258629476375232	0.939331465011988	0.888459966906839	9510/9507/11096/207/249/655/657/805/50515/4921/5167/2247/2260/2261/2487/2690/2737/3157/3479/3480/3481/3549/4256/4322/4318/5327/5328/5727/860/864/85477/871/54407/55553/6696/6772/6777/7040/7067/7422	40
WP4808	Endochondral ossification with skeletal dysplasias	40/3788	54/5488	0.258629476375232	0.939331465011988	0.888459966906839	9510/9507/11096/207/249/655/657/805/50515/4921/5167/2247/2260/2261/2487/2690/2737/3157/3479/3480/3481/3549/4256/4322/4318/5327/5328/5727/860/864/85477/871/54407/55553/6696/6772/6777/7040/7067/7422	40
WP4963	p53 transcriptional gene network	57/3788	78/5488	0.258711306080929	0.939331465011988	0.888459966906839	8659/317/6790/581/27113/7832/6347/898/900/993/995/1017/1026/6376/1643/54541/64798/55332/144455/2176/356/1647/2876/3383/3663/10379/9636/3976/406937/4292/4436/4688/4851/5366/5371/5564/5565/51422/5728/50484/6303/5268/5054/27244/10572/6513/23657/7057/7124/8795/9540/94241/9618/8408/9706/7508/64393	57
WP4172	PI3K-Akt signaling pathway	184/3788	259/5488	0.259001062412316	0.939331465011988	0.888459966906839	207/208/10000/285/468/596/598/672/842/595/894/896/898/9134/11140/1017/1021/1026/1027/1101/1277/1278/1282/1284/1285/1287/1288/1291/1292/1293/256076/1298/10488/90993/64764/84699/9586/1435/1436/1440/1441/54541/1942/1943/1945/1946/1950/1956/1975/1969/2149/356/2258/2247/2252/2254/2260/2261/2264/2321/2322/2324/2335/92579/2690/2783/59345/10681/2791/2786/2787/2793/2885/3082/3265/3320/3326/7184/3454/3455/3479/3480/3481/3551/8517/3559/3560/3563/3566/3569/3574/3575/3643/3672/22801/3673/3675/3676/3678/3655/3679/8516/3685/3688/3690/3691/3694/3695/3716/3717/3718/3791/3815/4254/284217/3908/3909/3910/3911/3912/3913/3915/3918/10319/57121/10161/5604/4170/4193/4602/4804/4846/5008/9180/5106/5155/80310/5159/5170/5228/23239/23035/118788/5293/5294/5295/5296/8503/23533/146850/5585/5586/29941/5520/5523/28227/5525/5526/5528/5578/5618/5728/5970/5649/6009/6194/6199/6446/10110/6654/6655/6696/7010/7057/7058/7059/7097/7099/3371/7157/7422/7423/7424/7450	184
WP5122	Prostaglandin and leukotriene metabolism in senescence 	20/3788	26/5488	0.25990104807425	0.939331465011988	0.888459966906839	246/240/241/1026/10800/2778/3265/3488/5600/23236/5730/5732/5734/9536/5740/5742/5743/5925/23411/6916	20
WP3611	Photodynamic therapy-induced AP-1 survival signaling	35/3788	47/5488	0.261070894124162	0.939331465011988	0.888459966906839	578/581/596/598/602/637/890/595/898/1026/8837/1956/2002/356/2252/2353/1839/3320/3569/3725/3726/5606/5608/4217/5600/6300/5603/4170/4313/5925/7124/7132/8743/7157/7186	35
WP455	GPCRs, class A rhodopsin-like	64/3788	88/5488	0.263538328605733	0.939331465011988	0.888459966906839	57007/51554/140/150/154/187/624/719/1230/729230/1233/1234/1236/10803/9034/1131/1132/1240/1268/3577/3579/2833/7852/10800/57105/1909/2149/2151/9002/2867/2357/2358/2359/2852/29909/2857/9283/2863/8477/8111/8843/3352/57121/10161/1241/4886/4888/5028/27334/53829/9934/5030/5031/5724/5729/5732/5734/5737/23637/266747/6751/6752/56670/2829	64
WP2374	Oncostatin M signaling pathway	47/3788	64/5488	0.267149411407888	0.939331465011988	0.888459966906839	207/836/840/6347/1017/1027/1051/1958/2353/2885/3091/3265/3572/3716/3717/3718/3726/3949/3977/5604/5601/4312/4322/4314/4792/5008/9180/10401/5295/5578/5579/5583/2185/5829/5970/6194/5054/6464/9021/6654/6714/6772/6774/6777/7157/7297/7422	47
WP4018	Clear cell renal cell carcinoma pathways	59/3788	81/5488	0.268377923790107	0.939331465011988	0.888459966906839	31/32/47/207/226/229/230/8536/1012/80184/1387/64798/1956/2023/2026/2033/2194/2321/2597/2821/2887/3091/3098/3099/3101/8242/3791/8844/3939/3945/197257/4199/5155/5159/5213/5214/79605/5230/5236/26227/5313/5315/5352/29968/5728/9771/6009/10993/29072/6472/6513/8878/8082/6774/7040/7043/7167/7422/6935	59
WP4790	FGF23 signaling in hypophosphatemic rickets and related disorders	12/3788	15/5488	0.268866614985315	0.939331465011988	0.888459966906839	249/595/1026/1594/5167/56975/2261/9365/4791/5251/142680/6696	12
WP497	Urea cycle and metabolism of amino groups	12/3788	15/5488	0.268866614985315	0.939331465011988	0.888459966906839	5832/384/435/445/1373/2628/162417/4942/4953/5009/5831/6723	12
WP2817	Mammary gland development pathway - Pregnancy and lactation (Stage 3 of 4)	17/3788	22/5488	0.27873065405036	0.942635742562666	0.891585294262171	9914/598/857/595/1051/1956/2064/2065/2706/3717/2908/5618/5770/8792/7170/23508/7528	17
WP4969	RAS and bradykinin pathways in COVID-19	17/3788	22/5488	0.27873065405036	0.942635742562666	0.891585294262171	1636/59272/183/624/1576/2161/3552/3553/3816/3827/4846/4881/387/5054/710/7124/7421	17
WP5092	Interactions of natural killer cells in pancreatic cancer	17/3788	22/5488	0.27873065405036	0.942635742562666	0.891585294262171	6868/648/6347/6348/6351/6352/10666/10225/2214/2624/3002/4277/374383/5551/5817/201633/7124	17
WP4541	Hippo-Merlin signaling dysregulation	68/3788	94/5488	0.28108910969569	0.942635742562666	0.891585294262171	84962/595/960/999/1009/1012/1015/64403/1001/1003/1004/1436/1495/1499/8451/3627/1956/1969/2260/2261/2264/2321/2322/2324/2305/3265/3480/3643/3672/22801/3673/3675/3676/3678/3655/3679/8516/3682/3683/3684/3685/3687/3688/3689/3690/3691/3694/3695/3791/3815/26524/4804/5062/5159/5499/5501/4659/5573/5575/5576/5577/9978/60485/6788/8463/7005/7004/7010	68
WP2289	Drug induction of bile acid pathway	9/3788	11/5488	0.288001378354751	0.942635742562666	0.891585294262171	5243/1244/10257/1576/9971/8856/200931/6822/7421	9
WP3871	Valproic acid pathway	9/3788	11/5488	0.288001378354751	0.942635742562666	0.891585294262171	18/36/116285/1555/1559/3030/3032/3065/3712	9
WP3971	OSX and miRNAs in tooth development	9/3788	11/5488	0.288001378354751	0.942635742562666	0.891585294262171	249/655/1499/6927/406937/4851/4854/4855/860	9
WP4211	Transcriptional cascade regulating adipogenesis	9/3788	11/5488	0.288001378354751	0.942635742562666	0.891585294262171	1051/1052/1649/1959/2624/2625/10365/688/6720	9
WP4271	Vitamin B12 disorders	9/3788	11/5488	0.288001378354751	0.942635742562666	0.891585294262171	51293/8029/166785/326625/25974/27249/4548/6947/6948	9
WP176	Folate metabolism	34/3788	46/5488	0.292743481543736	0.942635742562666	0.891585294262171	335/338/847/875/6347/1435/1491/80308/2350/2876/2877/3383/3553/3569/3643/3949/4522/10797/4524/4548/4791/5327/5970/55312/6288/6289/5054/6472/6573/113235/6647/6648/7124/7157	34
WP98	Prostaglandin synthesis and regulation	29/3788	39/5488	0.297023495254171	0.942635742562666	0.891585294262171	10257/231/1645/301/302/306/307/308/309/873/1906/1909/27306/3290/4286/10891/133522/5729/5730/5732/5734/9536/5737/5738/5740/5742/5743/6277/6916	29
